formulation_name,composition,salt,salt_conc_M,additive,additive_wt_pct,DEC_red_onset_V_vs_Li,DEC_red_halfwave_V_vs_Li,DEC_ox_onset_V_vs_Li,DEC_ox_halfwave_V_vs_Li,LiBOB_red_onset_V_vs_Li,LiBOB_red_halfwave_V_vs_Li,LiBOB_ox_onset_V_vs_Li,LiBOB_ox_halfwave_V_vs_Li,cathodic_limit_V_vs_Li,DMC_red_onset_V_vs_Li,DMC_red_halfwave_V_vs_Li,DMC_ox_onset_V_vs_Li,DMC_ox_halfwave_V_vs_Li,DME_red_onset_V_vs_Li,DME_red_halfwave_V_vs_Li,DME_ox_onset_V_vs_Li,DME_ox_halfwave_V_vs_Li,EMC_red_onset_V_vs_Li,EMC_red_halfwave_V_vs_Li,EMC_ox_onset_V_vs_Li,EMC_ox_halfwave_V_vs_Li,EC_red_onset_V_vs_Li,EC_red_halfwave_V_vs_Li,EC_ox_onset_V_vs_Li,EC_ox_halfwave_V_vs_Li,PC_red_onset_V_vs_Li,PC_red_halfwave_V_vs_Li,PC_ox_onset_V_vs_Li,PC_ox_halfwave_V_vs_Li,LiDFP_red_onset_V_vs_Li,LiDFP_red_halfwave_V_vs_Li,LiDFP_ox_onset_V_vs_Li,LiDFP_ox_halfwave_V_vs_Li,LiFSI_red_onset_V_vs_Li,LiFSI_red_halfwave_V_vs_Li,LiFSI_ox_onset_V_vs_Li,LiFSI_ox_halfwave_V_vs_Li,FEC_red_onset_V_vs_Li,FEC_red_halfwave_V_vs_Li,FEC_ox_onset_V_vs_Li,FEC_ox_halfwave_V_vs_Li,LiBOB_additive_red_onset_V_vs_Li,LiBOB_additive_red_halfwave_V_vs_Li,LiBOB_additive_ox_onset_V_vs_Li,LiBOB_additive_ox_halfwave_V_vs_Li,PS_red_onset_V_vs_Li,PS_red_halfwave_V_vs_Li,PS_ox_onset_V_vs_Li,PS_ox_halfwave_V_vs_Li,VC_red_onset_V_vs_Li,VC_red_halfwave_V_vs_Li,VC_ox_onset_V_vs_Li,VC_ox_halfwave_V_vs_Li,LiPF6_red_onset_V_vs_Li,LiPF6_red_halfwave_V_vs_Li,LiPF6_ox_onset_V_vs_Li,LiPF6_ox_halfwave_V_vs_Li,LiTFSI_red_onset_V_vs_Li,LiTFSI_red_halfwave_V_vs_Li,LiTFSI_ox_onset_V_vs_Li,LiTFSI_ox_halfwave_V_vs_Li
LiFSI_4.0M_PC_FEC_10.0wt,LiFSI 4.0M in PC,LiFSI,4.0,FEC,10.0,,,,,,,,,0.862,,,,,,,,,,,,,,,,,0.53,0.465,,,,,,,0.862,0.8,,,0.606,0.545,,,,,,,,,,,,,,,,,,,,,,
LiFSI_4.0M_PC_FEC_2.0wt,LiFSI 4.0M in PC,LiFSI,4.0,FEC,2.0,,,,,,,,,0.862,,,,,,,,,,,,,,,,,0.53,0.465,,,,,,,0.862,0.8,,,0.606,0.545,,,,,,,,,,,,,,,,,,,,,,
LiFSI_4.0M_PC_FEC_5.0wt,LiFSI 4.0M in PC,LiFSI,4.0,FEC,5.0,,,,,,,,,0.862,,,,,,,,,,,,,,,,,0.53,0.465,,,,,,,0.862,0.8,,,0.606,0.545,,,,,,,,,,,,,,,,,,,,,,
LiFSI_4.0M_PC_LiBOB_additive_1.0wt,LiFSI 4.0M in PC,LiFSI,4.0,LiBOB_additive,1.0,,,,,,,,,1.062,,,,,,,,,,,,,,,,,0.53,0.465,,,,,,,0.862,0.8,,,,,,,1.062,1.0,,,,,,,,,,,,,,,,,,
LiFSI_4.0M_PC_LiBOB_additive_2.0wt,LiFSI 4.0M in PC,LiFSI,4.0,LiBOB_additive,2.0,,,,,,,,,1.062,,,,,,,,,,,,,,,,,0.53,0.465,,,,,,,0.862,0.8,,,,,,,1.062,1.0,,,,,,,,,,,,,,,,,,
LiFSI_4.0M_PC_PS_1.0wt,LiFSI 4.0M in PC,LiFSI,4.0,PS,1.0,,,,,,,,,0.862,,,,,,,,,,,,,,,,,0.53,0.465,,,,,,,0.862,0.8,,,,,,,,,,,0.616,0.553,,,,,,,,,,,,,,
LiFSI_4.0M_PC_PS_2.0wt,LiFSI 4.0M in PC,LiFSI,4.0,PS,2.0,,,,,,,,,0.862,,,,,,,,,,,,,,,,,0.53,0.465,,,,,,,0.862,0.8,,,,,,,,,,,0.616,0.553,,,,,,,,,,,,,,
LiFSI_4.0M_PC_VC_2.0wt,LiFSI 4.0M in PC,LiFSI,4.0,VC,2.0,,,,,,,,,0.862,,,,,,,,,,,,,,,,,0.53,0.465,,,,,,,0.862,0.8,,,,,,,,,,,,,,,0.762,0.7,,,,,,,,,,
LiFSI_4.0M_PC_VC_5.0wt,LiFSI 4.0M in PC,LiFSI,4.0,VC,5.0,,,,,,,,,0.862,,,,,,,,,,,,,,,,,0.53,0.465,,,,,,,0.862,0.8,,,,,,,,,,,,,,,0.762,0.7,,,,,,,,,,
LiFSI_6.0M_DEC,LiFSI 6.0M in DEC,LiFSI,6.0,,0.0,0.222,0.158,,,,,,,0.862,,,,,,,,,,,,,,,,,,,,,,,,,0.862,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_DMC,LiFSI 6.0M in DMC,LiFSI,6.0,,0.0,,,,,,,,,0.862,0.246,0.185,,,,,,,,,,,,,,,,,,,,,,,0.862,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_DMC_DME_1:1,LiFSI 6.0M in DMC:DME (1:1),LiFSI,6.0,,0.0,,,,,,,,,0.862,0.246,0.185,,,0.131,0.066,,,,,,,,,,,,,,,,,,,0.862,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_DMC_DME_3:7,LiFSI 6.0M in DMC:DME (3:7),LiFSI,6.0,,0.0,,,,,,,,,0.862,0.246,0.185,,,0.131,0.066,,,,,,,,,,,,,,,,,,,0.862,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_DMC_EMC_1:1,LiFSI 6.0M in DMC:EMC (1:1),LiFSI,6.0,,0.0,,,,,,,,,0.862,0.246,0.185,,,,,,,0.25,0.191,,,,,,,,,,,,,,,0.862,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_DMC_EMC_3:7,LiFSI 6.0M in DMC:EMC (3:7),LiFSI,6.0,,0.0,,,,,,,,,0.862,0.246,0.185,,,,,,,0.25,0.191,,,,,,,,,,,,,,,0.862,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_DMC_FEC_10.0wt,LiFSI 6.0M in DMC,LiFSI,6.0,FEC,10.0,,,,,,,,,0.862,0.246,0.185,,,,,,,,,,,,,,,,,,,,,,,0.862,0.8,,,0.606,0.545,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_DMC_FEC_2.0wt,LiFSI 6.0M in DMC,LiFSI,6.0,FEC,2.0,,,,,,,,,0.862,0.246,0.185,,,,,,,,,,,,,,,,,,,,,,,0.862,0.8,,,0.606,0.545,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_DMC_FEC_5.0wt,LiFSI 6.0M in DMC,LiFSI,6.0,FEC,5.0,,,,,,,,,0.862,0.246,0.185,,,,,,,,,,,,,,,,,,,,,,,0.862,0.8,,,0.606,0.545,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_DMC_LiBOB_additive_1.0wt,LiFSI 6.0M in DMC,LiFSI,6.0,LiBOB_additive,1.0,,,,,,,,,1.062,0.246,0.185,,,,,,,,,,,,,,,,,,,,,,,0.862,0.8,,,,,,,1.062,1.0,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_DMC_LiBOB_additive_2.0wt,LiFSI 6.0M in DMC,LiFSI,6.0,LiBOB_additive,2.0,,,,,,,,,1.062,0.246,0.185,,,,,,,,,,,,,,,,,,,,,,,0.862,0.8,,,,,,,1.062,1.0,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_DMC_PS_1.0wt,LiFSI 6.0M in DMC,LiFSI,6.0,PS,1.0,,,,,,,,,0.862,0.246,0.185,,,,,,,,,,,,,,,,,,,,,,,0.862,0.8,,,,,,,,,,,0.616,0.553,,,,,,,,,,,,,,
LiFSI_6.0M_DMC_PS_2.0wt,LiFSI 6.0M in DMC,LiFSI,6.0,PS,2.0,,,,,,,,,0.862,0.246,0.185,,,,,,,,,,,,,,,,,,,,,,,0.862,0.8,,,,,,,,,,,0.616,0.553,,,,,,,,,,,,,,
LiFSI_6.0M_DMC_VC_2.0wt,LiFSI 6.0M in DMC,LiFSI,6.0,VC,2.0,,,,,,,,,0.862,0.246,0.185,,,,,,,,,,,,,,,,,,,,,,,0.862,0.8,,,,,,,,,,,,,,,0.762,0.7,,,,,,,,,,
LiFSI_6.0M_DMC_VC_5.0wt,LiFSI 6.0M in DMC,LiFSI,6.0,VC,5.0,,,,,,,,,0.862,0.246,0.185,,,,,,,,,,,,,,,,,,,,,,,0.862,0.8,,,,,,,,,,,,,,,0.762,0.7,,,,,,,,,,
LiFSI_6.0M_DME,LiFSI 6.0M in DME,LiFSI,6.0,,0.0,,,,,,,,,0.862,,,,,0.131,0.066,,,,,,,,,,,,,,,,,,,0.862,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_EC,LiFSI 6.0M in EC,LiFSI,6.0,,0.0,,,,,,,,,0.862,,,,,,,,,,,,,0.466,0.403,,,,,,,,,,,0.862,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_EC_DEC_1:1,LiFSI 6.0M in EC:DEC (1:1),LiFSI,6.0,,0.0,0.222,0.158,,,,,,,0.862,,,,,,,,,,,,,0.466,0.403,,,,,,,,,,,0.862,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_EC_DEC_3:7,LiFSI 6.0M in EC:DEC (3:7),LiFSI,6.0,,0.0,0.222,0.158,,,,,,,0.862,,,,,,,,,,,,,0.466,0.403,,,,,,,,,,,0.862,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_EC_DMC_1:1,LiFSI 6.0M in EC:DMC (1:1),LiFSI,6.0,,0.0,,,,,,,,,0.862,0.246,0.185,,,,,,,,,,,0.466,0.403,,,,,,,,,,,0.862,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_EC_DMC_3:7,LiFSI 6.0M in EC:DMC (3:7),LiFSI,6.0,,0.0,,,,,,,,,0.862,0.246,0.185,,,,,,,,,,,0.466,0.403,,,,,,,,,,,0.862,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_EC_DMC_EMC_5:3:2,LiFSI 6.0M in EC:DMC:EMC (5:3:2),LiFSI,6.0,,0.0,,,,,,,,,0.862,0.246,0.185,,,,,,,0.25,0.191,,,0.466,0.403,,,,,,,,,,,0.862,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_EC_DME_1:1,LiFSI 6.0M in EC:DME (1:1),LiFSI,6.0,,0.0,,,,,,,,,0.862,,,,,0.131,0.066,,,,,,,0.466,0.403,,,,,,,,,,,0.862,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_EC_DME_3:7,LiFSI 6.0M in EC:DME (3:7),LiFSI,6.0,,0.0,,,,,,,,,0.862,,,,,0.131,0.066,,,,,,,0.466,0.403,,,,,,,,,,,0.862,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_EC_EMC_1:1,LiFSI 6.0M in EC:EMC (1:1),LiFSI,6.0,,0.0,,,,,,,,,0.862,,,,,,,,,0.25,0.191,,,0.466,0.403,,,,,,,,,,,0.862,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_EC_EMC_3:7,LiFSI 6.0M in EC:EMC (3:7),LiFSI,6.0,,0.0,,,,,,,,,0.862,,,,,,,,,0.25,0.191,,,0.466,0.403,,,,,,,,,,,0.862,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_EC_FEC_10.0wt,LiFSI 6.0M in EC,LiFSI,6.0,FEC,10.0,,,,,,,,,0.862,,,,,,,,,,,,,0.466,0.403,,,,,,,,,,,0.862,0.8,,,0.606,0.545,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_EC_FEC_2.0wt,LiFSI 6.0M in EC,LiFSI,6.0,FEC,2.0,,,,,,,,,0.862,,,,,,,,,,,,,0.466,0.403,,,,,,,,,,,0.862,0.8,,,0.606,0.545,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_EC_FEC_5.0wt,LiFSI 6.0M in EC,LiFSI,6.0,FEC,5.0,,,,,,,,,0.862,,,,,,,,,,,,,0.466,0.403,,,,,,,,,,,0.862,0.8,,,0.606,0.545,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_EC_LiBOB_additive_1.0wt,LiFSI 6.0M in EC,LiFSI,6.0,LiBOB_additive,1.0,,,,,,,,,1.062,,,,,,,,,,,,,0.466,0.403,,,,,,,,,,,0.862,0.8,,,,,,,1.062,1.0,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_EC_LiBOB_additive_2.0wt,LiFSI 6.0M in EC,LiFSI,6.0,LiBOB_additive,2.0,,,,,,,,,1.062,,,,,,,,,,,,,0.466,0.403,,,,,,,,,,,0.862,0.8,,,,,,,1.062,1.0,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_EC_PC_1:1,LiFSI 6.0M in EC:PC (1:1),LiFSI,6.0,,0.0,,,,,,,,,0.862,,,,,,,,,,,,,0.466,0.403,,,0.53,0.465,,,,,,,0.862,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_EC_PC_3:7,LiFSI 6.0M in EC:PC (3:7),LiFSI,6.0,,0.0,,,,,,,,,0.862,,,,,,,,,,,,,0.466,0.403,,,0.53,0.465,,,,,,,0.862,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_EC_PS_1.0wt,LiFSI 6.0M in EC,LiFSI,6.0,PS,1.0,,,,,,,,,0.862,,,,,,,,,,,,,0.466,0.403,,,,,,,,,,,0.862,0.8,,,,,,,,,,,0.616,0.553,,,,,,,,,,,,,,
LiFSI_6.0M_EC_PS_2.0wt,LiFSI 6.0M in EC,LiFSI,6.0,PS,2.0,,,,,,,,,0.862,,,,,,,,,,,,,0.466,0.403,,,,,,,,,,,0.862,0.8,,,,,,,,,,,0.616,0.553,,,,,,,,,,,,,,
LiFSI_6.0M_EC_VC_2.0wt,LiFSI 6.0M in EC,LiFSI,6.0,VC,2.0,,,,,,,,,0.862,,,,,,,,,,,,,0.466,0.403,,,,,,,,,,,0.862,0.8,,,,,,,,,,,,,,,0.762,0.7,,,,,,,,,,
LiFSI_6.0M_EC_VC_5.0wt,LiFSI 6.0M in EC,LiFSI,6.0,VC,5.0,,,,,,,,,0.862,,,,,,,,,,,,,0.466,0.403,,,,,,,,,,,0.862,0.8,,,,,,,,,,,,,,,0.762,0.7,,,,,,,,,,
LiFSI_6.0M_EMC,LiFSI 6.0M in EMC,LiFSI,6.0,,0.0,,,,,,,,,0.862,,,,,,,,,0.25,0.191,,,,,,,,,,,,,,,0.862,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_EMC_DEC_1:1,LiFSI 6.0M in EMC:DEC (1:1),LiFSI,6.0,,0.0,0.222,0.158,,,,,,,0.862,,,,,,,,,0.25,0.191,,,,,,,,,,,,,,,0.862,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_EMC_DEC_3:7,LiFSI 6.0M in EMC:DEC (3:7),LiFSI,6.0,,0.0,0.222,0.158,,,,,,,0.862,,,,,,,,,0.25,0.191,,,,,,,,,,,,,,,0.862,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
LiFSI_6.0M_PC,LiFSI 6.0M in PC,LiFSI,6.0,,0.0,,,,,,,,,0.862,,,,,,,,,,,,,,,,,0.53,0.465,,,,,,,0.862,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
LiPF6_0.5M_DEC,LiPF6 0.5M in DEC,LiPF6,0.5,,0.0,0.222,0.158,,,,,,,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_0.5M_DMC,LiPF6 0.5M in DMC,LiPF6,0.5,,0.0,,,,,,,,,0.246,0.246,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_0.5M_DMC_DME_1:1,LiPF6 0.5M in DMC:DME (1:1),LiPF6,0.5,,0.0,,,,,,,,,0.246,0.246,0.185,,,0.131,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_0.5M_DMC_DME_3:7,LiPF6 0.5M in DMC:DME (3:7),LiPF6,0.5,,0.0,,,,,,,,,0.246,0.246,0.185,,,0.131,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_0.5M_DMC_EMC_1:1,LiPF6 0.5M in DMC:EMC (1:1),LiPF6,0.5,,0.0,,,,,,,,,0.25,0.246,0.185,,,,,,,0.25,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_0.5M_DMC_EMC_3:7,LiPF6 0.5M in DMC:EMC (3:7),LiPF6,0.5,,0.0,,,,,,,,,0.25,0.246,0.185,,,,,,,0.25,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_0.5M_DME,LiPF6 0.5M in DME,LiPF6,0.5,,0.0,,,,,,,,,0.162,,,,,0.131,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_0.5M_EC,LiPF6 0.5M in EC,LiPF6,0.5,,0.0,,,,,,,,,0.466,,,,,,,,,,,,,0.466,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_0.5M_EC_DEC_1:1,LiPF6 0.5M in EC:DEC (1:1),LiPF6,0.5,,0.0,0.222,0.158,,,,,,,0.466,,,,,,,,,,,,,0.466,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_0.5M_EC_DEC_3:7,LiPF6 0.5M in EC:DEC (3:7),LiPF6,0.5,,0.0,0.222,0.158,,,,,,,0.466,,,,,,,,,,,,,0.466,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_0.5M_EC_DMC_1:1,LiPF6 0.5M in EC:DMC (1:1),LiPF6,0.5,,0.0,,,,,,,,,0.466,0.246,0.185,,,,,,,,,,,0.466,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_0.5M_EC_DMC_3:7,LiPF6 0.5M in EC:DMC (3:7),LiPF6,0.5,,0.0,,,,,,,,,0.466,0.246,0.185,,,,,,,,,,,0.466,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_0.5M_EC_DMC_EMC_5:3:2,LiPF6 0.5M in EC:DMC:EMC (5:3:2),LiPF6,0.5,,0.0,,,,,,,,,0.466,0.246,0.185,,,,,,,0.25,0.191,,,0.466,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_0.5M_EC_DME_1:1,LiPF6 0.5M in EC:DME (1:1),LiPF6,0.5,,0.0,,,,,,,,,0.466,,,,,0.131,0.066,,,,,,,0.466,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_0.5M_EC_DME_3:7,LiPF6 0.5M in EC:DME (3:7),LiPF6,0.5,,0.0,,,,,,,,,0.466,,,,,0.131,0.066,,,,,,,0.466,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_0.5M_EC_EMC_1:1,LiPF6 0.5M in EC:EMC (1:1),LiPF6,0.5,,0.0,,,,,,,,,0.466,,,,,,,,,0.25,0.191,,,0.466,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_0.5M_EC_EMC_3:7,LiPF6 0.5M in EC:EMC (3:7),LiPF6,0.5,,0.0,,,,,,,,,0.466,,,,,,,,,0.25,0.191,,,0.466,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_0.5M_EC_PC_1:1,LiPF6 0.5M in EC:PC (1:1),LiPF6,0.5,,0.0,,,,,,,,,0.53,,,,,,,,,,,,,0.466,0.403,,,0.53,0.465,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_0.5M_EC_PC_3:7,LiPF6 0.5M in EC:PC (3:7),LiPF6,0.5,,0.0,,,,,,,,,0.53,,,,,,,,,,,,,0.466,0.403,,,0.53,0.465,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_0.5M_EMC,LiPF6 0.5M in EMC,LiPF6,0.5,,0.0,,,,,,,,,0.25,,,,,,,,,0.25,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_0.5M_EMC_DEC_1:1,LiPF6 0.5M in EMC:DEC (1:1),LiPF6,0.5,,0.0,0.222,0.158,,,,,,,0.25,,,,,,,,,0.25,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_0.5M_EMC_DEC_3:7,LiPF6 0.5M in EMC:DEC (3:7),LiPF6,0.5,,0.0,0.222,0.158,,,,,,,0.25,,,,,,,,,0.25,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_0.5M_PC,LiPF6 0.5M in PC,LiPF6,0.5,,0.0,,,,,,,,,0.53,,,,,,,,,,,,,,,,,0.53,0.465,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_1.0M_DEC,LiPF6 1.0M in DEC,LiPF6,1.0,,0.0,0.222,0.158,,,,,,,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_1.0M_DMC,LiPF6 1.0M in DMC,LiPF6,1.0,,0.0,,,,,,,,,0.246,0.246,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_1.0M_DMC_DME_1:1,LiPF6 1.0M in DMC:DME (1:1),LiPF6,1.0,,0.0,,,,,,,,,0.246,0.246,0.185,,,0.131,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_1.0M_DMC_DME_3:7,LiPF6 1.0M in DMC:DME (3:7),LiPF6,1.0,,0.0,,,,,,,,,0.246,0.246,0.185,,,0.131,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_1.0M_DMC_EMC_1:1,LiPF6 1.0M in DMC:EMC (1:1),LiPF6,1.0,,0.0,,,,,,,,,0.25,0.246,0.185,,,,,,,0.25,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_1.0M_DMC_EMC_3:7,LiPF6 1.0M in DMC:EMC (3:7),LiPF6,1.0,,0.0,,,,,,,,,0.25,0.246,0.185,,,,,,,0.25,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_1.0M_DME,LiPF6 1.0M in DME,LiPF6,1.0,,0.0,,,,,,,,,0.162,,,,,0.131,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_1.0M_EC,LiPF6 1.0M in EC,LiPF6,1.0,,0.0,,,,,,,,,0.466,,,,,,,,,,,,,0.466,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_1.0M_EC_DEC_1:1,LiPF6 1.0M in EC:DEC (1:1),LiPF6,1.0,,0.0,0.222,0.158,,,,,,,0.466,,,,,,,,,,,,,0.466,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_1.0M_EC_DEC_3:7,LiPF6 1.0M in EC:DEC (3:7),LiPF6,1.0,,0.0,0.222,0.158,,,,,,,0.466,,,,,,,,,,,,,0.466,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_1.0M_EC_DMC_1:1,LiPF6 1.0M in EC:DMC (1:1),LiPF6,1.0,,0.0,,,,,,,,,0.466,0.246,0.185,,,,,,,,,,,0.466,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_1.0M_EC_DMC_3:7,LiPF6 1.0M in EC:DMC (3:7),LiPF6,1.0,,0.0,,,,,,,,,0.466,0.246,0.185,,,,,,,,,,,0.466,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_1.0M_EC_DMC_EMC_5:3:2,LiPF6 1.0M in EC:DMC:EMC (5:3:2),LiPF6,1.0,,0.0,,,,,,,,,0.466,0.246,0.185,,,,,,,0.25,0.191,,,0.466,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_1.0M_EC_DME_1:1,LiPF6 1.0M in EC:DME (1:1),LiPF6,1.0,,0.0,,,,,,,,,0.466,,,,,0.131,0.066,,,,,,,0.466,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_1.0M_EC_DME_3:7,LiPF6 1.0M in EC:DME (3:7),LiPF6,1.0,,0.0,,,,,,,,,0.466,,,,,0.131,0.066,,,,,,,0.466,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_1.0M_EC_EMC_1:1,LiPF6 1.0M in EC:EMC (1:1),LiPF6,1.0,,0.0,,,,,,,,,0.466,,,,,,,,,0.25,0.191,,,0.466,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_1.0M_EC_EMC_3:7,LiPF6 1.0M in EC:EMC (3:7),LiPF6,1.0,,0.0,,,,,,,,,0.466,,,,,,,,,0.25,0.191,,,0.466,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_1.0M_EC_PC_1:1,LiPF6 1.0M in EC:PC (1:1),LiPF6,1.0,,0.0,,,,,,,,,0.53,,,,,,,,,,,,,0.466,0.403,,,0.53,0.465,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_1.0M_EC_PC_3:7,LiPF6 1.0M in EC:PC (3:7),LiPF6,1.0,,0.0,,,,,,,,,0.53,,,,,,,,,,,,,0.466,0.403,,,0.53,0.465,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_1.0M_EMC,LiPF6 1.0M in EMC,LiPF6,1.0,,0.0,,,,,,,,,0.25,,,,,,,,,0.25,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
LiPF6_1.0M_EMC_DEC_1:1,LiPF6 1.0M in EMC:DEC (1:1),LiPF6,1.0,,0.0,0.222,0.158,,,,,,,0.25,,,,,,,,,0.25,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162,0.1,,,,,,
